Wall time,Step,Value
1746743590.7641182,31,54.94443130493164
1746746504.3129537,37,76.6368408203125
1746750861.8087783,38,72.94142150878906
1746755219.431803,39,78.97633361816406
1746761036.2753284,42,76.13607788085938
1746762491.6893437,51,73.63550567626953
1746763952.5604956,52,72.95225524902344
1746765406.142134,53,75.18077087402344
1746766863.4688292,54,75.55345916748047
1746768317.1878748,55,75.97721862792969
1746769765.9701867,56,77.86280059814453
1746771220.0766628,57,78.08297729492188
1746772671.1822286,58,77.90361022949219
1746774121.3156364,59,78.05353546142578
1746819941.3024497,60,78.11226654052734
1746820967.1287236,61,77.02205657958984
1746821999.8039196,62,75.93999481201172
1746823032.27847,63,75.30350494384766
1746824060.6877863,64,74.86009216308594
1746825092.9508433,65,76.20396423339844
1746826124.7695541,66,79.79253387451172
1746827154.448832,67,77.89651489257812
1746828190.5348167,68,77.90068054199219
1746829225.223683,69,78.69330596923828
1746830262.1340964,70,78.48086547851562
