Wall time,Step,Value
1746743590.7644727,31,50.63126754760742
1746746504.3133428,37,72.34030151367188
1746750861.8092105,38,68.43537139892578
1746755219.4318366,39,74.55140686035156
1746761036.2753708,42,71.74642181396484
1746762491.6896152,51,70.65044403076172
1746763952.5624063,52,68.4454116821289
1746765406.1424603,53,70.89359283447266
1746766863.4719958,54,71.00756072998047
1746768317.188343,55,71.4835205078125
1746769765.9705913,56,74.87332916259766
1746771220.0790167,57,73.58546447753906
1746772671.1834028,58,74.93020629882812
1746774121.3160152,59,73.41358947753906
1746819941.302487,60,73.61119842529297
1746820967.1295273,61,72.363037109375
1746821999.8039541,62,73.142333984375
1746823032.278508,63,70.50358581542969
1746824060.688609,64,70.0975570678711
1746825092.9548376,65,73.43408203125
1746826124.770009,66,75.1385498046875
1746827154.44955,67,74.86253356933594
1746828190.5351522,68,73.39115142822266
1746829225.2237265,69,73.93864440917969
1746830262.1341357,70,73.81317138671875
