Wall time,Step,Value
1746743590.7525082,31,95.25814819335938
1746746504.305825,37,95.15685272216797
1746750861.8017266,38,96.81855010986328
1746755219.4243402,39,97.55279541015625
1746761036.2651234,42,97.31965637207031
1746762491.6770566,51,96.80723571777344
1746763952.5466428,52,97.16736602783203
1746765406.1224375,53,97.24526977539062
1746766863.4561644,54,97.32858276367188
1746768317.1774848,55,97.359375
1746769765.9574072,56,97.4061279296875
1746771220.0615737,57,97.38471984863281
1746772671.1713026,58,97.45242309570312
1746774121.296194,59,97.53270721435547
1746819941.296466,60,97.62420654296875
1746820967.117574,61,97.22390747070312
1746821999.7967,62,97.43215942382812
1746823032.2666736,63,97.35269165039062
1746824060.677776,64,97.3299560546875
1746825092.9434972,65,97.36817169189453
1746826124.7547095,66,97.36210632324219
1746827154.4384155,67,97.51103973388672
1746828190.5252194,68,97.50941467285156
1746829225.2097056,69,97.48170471191406
1746830262.1219869,70,97.53922271728516
