,gpu_usage,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,gpu_temp,cpu_temp,tj_temp,power_tot,power_model,RAM,elapsed_time
66,15.8,48.0,44.0,52.0,48.0,48.0,47.0,50.0,56.0,60.187,62.906,63.156,12961.0,5471.0,0.8280268126817547,66.19330286979675
67,90.6,42.0,43.0,46.0,46.0,45.0,59.0,49.0,45.0,61.0,63.062,63.187,12961.0,5551.0,0.8270981247840152,67.20126223564148
68,86.7,46.0,45.0,51.0,53.0,44.0,44.0,43.0,41.0,60.437,62.875,63.25,12881.0,5231.0,0.8277787966230892,68.17559504508972
69,78.1,56.0,67.0,52.0,48.0,50.0,55.0,55.0,50.0,61.125,63.0,63.375,13121.0,5630.0,0.8275033341192998,69.18335247039795
70,90.0,51.0,50.0,50.0,45.0,46.0,46.0,60.0,61.0,60.593,63.281,63.625,12198.0,5080.0,0.8281929884313234,70.20125222206116
71,11.2,48.0,47.0,48.0,36.0,36.0,36.0,40.0,42.0,60.375,63.125,63.718,12519.0,4792.0,0.8280407854174542,71.22587490081787
72,72.1,40.0,51.0,51.0,59.0,53.0,43.0,38.0,41.0,61.5,63.25,63.687,13041.0,5271.0,0.8275821802707467,72.21086025238037
73,44.7,46.0,43.0,42.0,60.0,48.0,42.0,46.0,40.0,60.75,63.406,63.75,12800.0,5191.0,0.8274334704408024,73.2112967967987
74,76.1,52.0,42.0,40.0,45.0,50.0,66.0,45.0,52.0,60.687,63.218,63.718,12198.0,5120.0,0.8271323080838514,74.19321537017822
75,25.4,39.0,48.0,59.0,57.0,43.0,44.0,40.0,43.0,61.281,63.437,63.781,13402.0,5351.0,0.8275781880605468,75.19146776199341
76,85.2,55.0,50.0,41.0,50.0,50.0,39.0,39.0,47.0,61.656,63.812,63.875,13541.0,5511.0,0.8274262345598151,76.21116638183594
77,88.4,48.0,46.0,41.0,44.0,51.0,64.0,44.0,46.0,61.0,63.718,63.968,14022.0,5670.0,0.8275993966772336,77.30077743530273
78,43.2,59.0,62.0,71.0,60.0,58.0,70.0,65.0,53.0,61.593,64.062,64.062,13242.0,5830.0,0.8270569551163293,78.23260402679443
79,65.2,43.0,54.0,50.0,41.0,49.0,45.0,38.0,40.0,61.437,64.125,64.156,14503.0,6020.0,0.8276415643974694,79.21005463600159
