,gpu_usage,cpu_usage_avg,gpu_temp,cpu_temp,tj_temp,power_tot,power_model,RAM,SWAP,elapsed_time
236,7.5,55.0,66.531,70.156,70.281,12479.0,5431.0,0.9219217405949611,0.8856005395890568,239.60067176818848
237,0.0,51.5,66.156,69.718,69.781,10289.0,4206.0,0.9445412411969085,0.8880991668937604,240.94279146194458
238,99.5,63.125,69.437,70.562,70.781,19289.0,10419.0,0.9202939250092007,0.8880991668937604,241.57521033287048
239,1.4,50.125,66.875,70.343,70.343,14423.0,7216.0,0.9218002283033815,0.8880991668937604,242.67512202262878
240,5.7,58.875,66.281,70.218,70.093,11316.0,4760.0,0.9399332555687936,0.8891083929797156,243.76026797294617
241,99.8,69.125,68.718,70.656,70.75,19728.0,10696.0,0.9202709699151036,0.8891083929797156,244.56314206123352
242,12.3,48.125,66.875,70.687,70.75,14102.0,6857.0,0.9213181713273408,0.8890778753943146,245.68403124809265
243,0.0,60.5,66.25,70.5,70.5,11075.0,4720.0,0.9417449614192236,0.8890778753943146,246.86337852478027
244,99.6,68.75,68.031,70.375,70.406,17720.0,8942.0,0.9218498811699612,0.8890778753943146,247.85025787353516
245,0.0,56.25,66.906,71.031,70.687,14062.0,6778.0,0.9212834891743028,0.8890626166016141,248.7437927722931
246,31.2,55.75,66.406,70.187,70.125,11195.0,4880.0,0.944288984673732,0.8890626166016141,249.9021017551422
247,99.3,59.25,68.062,70.531,70.468,17120.0,8664.0,0.9147230729884663,0.8890626166016141,250.87545895576477
248,8.8,52.375,66.687,70.25,70.125,11998.0,4952.0,0.9201561944446177,0.8890626166016141,251.9477698802948
249,99.8,53.25,68.406,70.843,70.812,14863.0,7245.0,0.9135845502236251,0.8890626166016141,252.73483419418335
250,99.5,51.375,67.937,70.281,70.343,16040.0,7842.0,0.9149700897619033,0.8890626166016141,254.04601335525513
251,3.9,66.75,66.875,71.562,71.312,13741.0,6140.0,0.9143463100310019,0.8890626166016141,254.70290279388428
252,99.6,59.625,67.5,70.875,70.875,12881.0,5990.0,0.9142043377642487,0.8890473578089136,255.61967873573303
253,99.8,67.25,68.281,70.75,70.656,16319.0,8266.0,0.9146824025500115,0.8890473578089136,256.9462389945984
254,0.0,62.875,66.843,70.5,70.468,12198.0,5151.0,0.925205816122211,0.8890473578089136,257.75517439842224
255,99.8,59.125,68.593,71.281,71.125,16720.0,8624.0,0.9141841273009674,0.8890473578089136,258.70735454559326
256,99.7,58.0,67.718,70.843,70.75,15304.0,7603.0,0.9156006063138984,0.8890473578089136,259.95168709754944
257,0.0,54.5,66.687,70.968,70.968,12118.0,5191.0,0.9335190533518803,0.8890473578089136,260.7367208003998
258,99.7,65.875,69.187,71.125,71.125,19289.0,10141.0,0.9143313393174602,0.8890320990162132,261.7982943058014
259,0.0,53.625,67.343,71.093,71.187,15544.0,7364.0,0.9138228340808294,0.8890320990162132,262.77304005622864
260,6.0,61.375,66.75,70.593,70.531,11075.0,4720.0,0.9357322238371186,0.8890320990162132,263.99496936798096
261,99.8,62.25,68.625,71.218,71.187,18250.0,9126.0,0.9132317404078272,0.8890168402235127,264.8334481716156
262,0.0,54.375,67.656,71.437,71.437,14743.0,7245.0,0.9135096966559169,0.8890015814308122,265.5835235118866
263,0.0,58.125,66.687,70.625,70.75,10972.0,4600.0,0.9352546580751405,0.8890015814308122,266.6705164909363
264,99.8,59.625,68.281,71.062,70.968,16960.0,8703.0,0.9153156637328227,0.8889863226381117,268.1017551422119
265,9.7,61.25,67.125,71.375,71.375,14423.0,6578.0,0.9158136894699743,0.8889863226381117,268.685772895813
266,99.8,59.5,68.062,71.156,71.031,13282.0,6309.0,0.9138121050694579,0.8889863226381117,269.7814664840698
267,99.8,59.25,67.593,70.875,70.968,15104.0,7324.0,0.9148375989470598,0.8889863226381117,271.07680654525757
268,9.2,60.375,67.25,70.937,71.031,12439.0,5431.0,0.9212198636417508,0.8889863226381117,271.7381224632263
269,99.6,71.125,69.093,71.343,71.312,17000.0,8982.0,0.9144688203701509,0.8889710638454112,272.78785729408264
270,99.8,59.25,68.25,71.125,71.031,17160.0,8385.0,0.9155222595796972,0.8889710638454112,273.94983768463135
271,0.0,70.625,67.156,71.125,71.375,12319.0,5191.0,0.9204628445603289,0.8889710638454112,274.7545704841614
272,99.3,55.25,68.562,71.312,71.218,13782.0,6658.0,0.9162810252443657,0.8889710638454112,275.7772560119629
273,99.2,67.375,68.562,71.0,70.937,16160.0,8306.0,0.9164763930560841,0.8889710638454112,276.9084897041321
274,0.0,69.375,67.187,71.375,71.406,13541.0,6020.0,0.9168456706567777,0.8889252874673098,277.7518849372864
275,0.0,53.875,67.718,71.062,71.156,12239.0,5471.0,0.915318657875531,0.8889252874673098,279.02874755859375
276,99.8,65.5,68.625,71.625,71.343,18370.0,9443.0,0.9162086667955811,0.8889252874673098,279.6025083065033
277,24.5,68.0,67.343,71.531,71.093,12760.0,5790.0,0.9153790397534822,0.8888947698819089,280.8315567970276
278,26.3,49.75,67.625,71.093,71.093,12239.0,5560.0,0.9281992102948606,0.8888947698819089,281.84110713005066
279,99.8,56.0,68.718,70.875,70.812,16400.0,8266.0,0.9129325756488869,0.8888947698819089,282.8084774017334
280,0.0,69.875,67.312,71.312,71.562,13121.0,6190.0,0.9160157941027864,0.8888947698819089,283.8021185398102
281,0.0,48.625,67.718,70.656,70.562,10851.0,4520.0,0.9403132621808586,0.8888795110892084,284.96615767478943
282,99.8,60.125,68.656,71.562,71.25,17680.0,9285.0,0.9125742765714571,0.8888795110892084,285.998911857605
283,0.0,55.125,67.531,71.625,71.375,14503.0,7216.0,0.914451604049578,0.8888795110892084,286.6972951889038
284,30.9,56.5,67.093,71.218,70.968,11516.0,5080.0,0.9426980968480411,0.8888795110892084,287.8247239589691
285,99.1,63.375,68.875,71.125,70.968,17360.0,8703.0,0.9151277812778752,0.8888489935038074,288.9186851978302
286,0.0,53.875,67.343,71.156,71.562,13341.0,5790.0,0.919249218715887,0.8888489935038074,289.82933950424194
287,4.9,54.0,67.718,71.25,71.218,12800.0,5910.0,0.9130942593551366,0.8888184759184065,290.89167952537537
288,99.4,64.625,68.781,71.093,71.031,16760.0,8385.0,0.9138283233424613,0.8888184759184065,292.1352822780609
289,0.0,64.125,67.687,71.375,71.406,13001.0,5790.0,0.9193105986414077,0.8887879583330055,292.7454123497009
290,0.0,55.875,67.218,71.0,70.906,10972.0,4600.0,0.9438213993874484,0.8887879583330055,294.0468418598175
291,99.8,64.125,68.812,71.625,71.562,17640.0,9166.0,0.9147238215241434,0.8887421819549041,294.81205773353577
292,0.0,55.625,67.875,71.812,71.75,14342.0,7256.0,0.9157083954513981,0.8887421819549041,295.6818959712982
293,2.3,61.75,67.312,71.187,71.187,11155.0,4760.0,0.9441904274762496,0.8887421819549041,297.0413098335266
294,99.8,59.625,68.937,71.25,71.125,16720.0,8306.0,0.9217393474016455,0.8887421819549041,298.06596660614014
295,0.0,58.125,67.968,72.0,71.906,14102.0,6698.0,0.9219783797945269,0.8887421819549041,298.77102303504944
296,25.1,58.375,67.375,71.281,71.25,11637.0,5200.0,0.9462304367081896,0.8886353704060007,299.75765085220337
297,99.6,77.25,69.031,71.781,71.593,18849.0,9840.0,0.9234098295209996,0.8885285588570974,300.8487455844879
298,17.9,55.0,67.906,72.0,72.031,15224.0,7563.0,0.9233826327247322,0.8885133000643969,301.8603494167328
299,10.3,72.625,67.468,72.125,72.531,13161.0,6030.0,0.9455085988035905,0.8885133000643969,303.0532605648041
300,99.8,74.375,69.093,72.0,72.031,19408.0,10062.0,0.925249480703374,0.8884980412716964,303.87682914733887
301,5.9,60.0,68.187,72.125,72.468,15800.0,7762.0,0.9252651999525927,0.8884980412716964,304.84376978874207
302,7.1,70.625,67.75,72.406,72.031,12640.0,5750.0,0.9453798506671324,0.8884980412716964,305.9122474193573
303,99.8,75.625,69.218,72.218,72.218,18570.0,9364.0,0.9238928845446096,0.8884980412716964,306.8826308250427
304,5.9,69.125,68.031,72.906,72.593,14503.0,7057.0,0.9248659809248159,0.8884827824789959,307.85387134552
305,0.0,66.0,67.937,72.218,72.437,12359.0,5471.0,0.947018145752372,0.8884827824789959,308.9823088645935
306,99.8,74.875,69.812,72.093,72.406,19089.0,9800.0,0.9211150686469594,0.8884827824789959,309.7825150489807
307,0.0,69.625,68.343,72.656,72.5,15384.0,7483.0,0.9250309082856661,0.8871094911359527,310.86944103240967
308,9.2,88.125,67.75,71.593,71.843,12359.0,5311.0,0.9435087609863205,0.8847596370600789,311.90468668937683
309,99.7,83.125,70.343,72.562,72.562,19928.0,10617.0,0.9265968449221211,0.8855452264655176,312.83391642570496
310,0.0,61.25,68.468,72.281,72.062,15504.0,7444.0,0.9273094508867029,0.8853926385385128,314.2631664276123
311,0.0,74.125,67.781,71.625,71.843,12118.0,5231.0,0.9361122304491838,0.8854067052380336,314.710764169693
312,99.8,66.125,70.062,72.125,72.281,16760.0,8703.0,0.9292868326336604,0.8855645383750291,315.8119487762451
313,99.8,57.125,68.843,72.062,71.687,15760.0,7682.0,0.929166817413435,0.8855645383750291,316.99445128440857
314,0.0,58.375,67.906,71.75,71.625,11837.0,5000.0,0.9441412736334546,0.8866955963839522,317.94913816452026
315,99.7,80.25,69.75,73.0,73.0,17971.0,9681.0,0.9225315476598903,0.8887753221453004,318.9915919303894
316,99.7,64.5,69.375,72.187,72.062,17600.0,8823.0,0.923298048193222,0.8887600633525999,319.97837233543396
317,0.0,65.875,68.0,71.968,72.0,12720.0,5591.0,0.9308742272928583,0.8883340092501663,320.7525451183319
318,27.5,56.25,68.718,71.75,71.75,12720.0,5830.0,0.9238834030926999,0.8884551259172263,321.9263815879822
319,99.7,60.25,69.156,72.156,72.218,17320.0,8902.0,0.9236468658187421,0.8884551259172263,322.9085850715637
320,0.0,69.75,67.843,72.437,72.281,13782.0,6140.0,0.9258987106472962,0.8882567616121201,323.83448672294617
321,0.0,78.375,67.718,72.437,72.437,12359.0,5710.0,0.9473504955929962,0.8883795472096317,325.10765051841736
322,99.8,70.75,69.468,71.968,72.125,18450.0,9205.0,0.9258375802336679,0.8883795472096317,326.00357127189636
323,0.0,71.5,68.218,72.218,72.343,14623.0,7296.0,0.9263533213151772,0.8883795472096317,326.75986194610596
324,25.8,66.0,67.687,71.937,71.812,11596.0,5080.0,0.9470455920605316,0.8885557385815951,328.0851607322693
325,99.8,75.125,69.718,72.562,72.5,19936.0,10617.0,0.9240458353346266,0.8885252209961941,328.78569769859314
326,8.3,67.0,68.437,72.687,72.812,17811.0,8783.0,0.9286635519265437,0.8881437511786822,330.1681067943573
327,21.4,95.5,67.937,73.062,73.062,14342.0,6539.0,0.9394192610705308,0.8880140514407281,330.8523705005646
328,99.6,80.875,69.687,72.375,72.593,16520.0,8624.0,0.930653908291904,0.8881067962901107,332.00356340408325
329,99.8,75.0,68.625,72.031,72.312,17040.0,8028.0,0.9349866823027453,0.8855585779091305,333.0200695991516
330,13.4,68.5,68.031,72.406,72.468,13341.0,6020.0,0.9435888543037683,0.8850111687210008,333.8873653411865
331,93.1,76.75,68.812,72.25,72.25,14182.0,6977.0,0.9307911398327022,0.8861741748271406,335.042240858078
332,99.6,83.0,69.75,72.5,72.5,19728.0,10181.0,0.93185106635145,0.8861589160344401,335.5522701740265
333,0.0,56.125,68.312,71.718,71.562,12519.0,5351.0,0.9503491295153855,0.8867430416925053,337.08079719543457
334,99.3,65.0,69.875,72.437,72.406,17120.0,8942.0,0.930010417121506,0.8877281874962301,337.8285083770752
335,97.0,59.625,68.656,72.5,72.5,17120.0,8227.0,0.9300882648319225,0.8877281874962301,339.00992703437805
336,0.0,69.25,67.937,72.125,72.031,12239.0,5431.0,0.9491075583389993,0.8877281874962301,340.0649962425232
337,99.8,65.875,69.5,71.968,72.0,18450.0,9245.0,0.9296249212478089,0.8877281874962301,340.95293378829956
338,0.0,61.0,68.343,72.75,72.531,15304.0,7523.0,0.9304772538721127,0.8877129287035296,342.0310480594635
339,0.0,66.875,67.937,72.312,72.406,11877.0,5191.0,0.9520435647764062,0.887667152325428,342.87831926345825
340,99.8,73.125,69.531,72.281,72.468,19009.0,9920.0,0.9297362035518018,0.887667152325428,343.7732484340668
341,6.8,63.25,68.218,72.281,72.343,14703.0,7483.0,0.9293694210700317,0.887667152325428,344.90321826934814
342,26.1,59.125,67.875,71.812,71.687,11436.0,4920.0,0.9504736359496735,0.8876518935327276,346.2072093486786
343,99.8,62.125,69.437,71.781,71.906,17080.0,8664.0,0.9307809098451155,0.8876518935327276,347.22803258895874
344,30.8,60.875,67.812,72.125,71.906,11476.0,5040.0,0.951816508954358,0.8881685467168204,349.02523922920227
345,99.6,71.0,69.593,72.187,72.218,18690.0,9523.0,0.9291553398663864,0.88815328792412,350.00040674209595
346,2.2,65.125,68.562,72.843,72.843,14743.0,7523.0,0.9292900762882611,0.88815328792412,350.95967650413513
347,1.9,69.0,67.781,71.968,71.75,12038.0,5271.0,0.9497947140905604,0.88815328792412,351.8829116821289
348,99.8,64.25,69.468,72.187,72.187,18809.0,9562.0,0.9293589415705527,0.887298795532893,352.8644652366638
349,3.1,67.75,68.375,72.75,72.406,14302.0,6937.0,0.9304842402050988,0.887298795532893,353.8790259361267
350,3.4,60.625,68.906,72.125,72.093,12961.0,5990.0,0.9285106011365266,0.8886334630569132,355.20111417770386
351,99.8,74.125,69.281,72.031,72.125,18729.0,9404.0,0.9221343247272523,0.8886334630569132,356.3225793838501
352,9.2,66.75,68.406,72.593,72.437,14062.0,6339.0,0.9237613917773356,0.8886334630569132,356.96149921417236
353,99.7,64.875,69.593,72.343,72.281,15680.0,7921.0,0.9234821879697841,0.8886334630569132,357.9532971382141
354,99.4,69.375,69.25,71.875,71.937,17280.0,8505.0,0.9239063581867971,0.8886182042642127,359.2463994026184
355,0.0,61.625,68.062,71.75,71.718,12760.0,5431.0,0.9364036603394609,0.8886182042642127,360.02350091934204
356,99.7,68.875,69.781,72.406,72.406,16840.0,8823.0,0.9227833051592822,0.8886029454715122,360.9291296005249
357,99.8,63.5,68.5,72.312,72.312,16760.0,8187.0,0.9246132253778546,0.8886029454715122,362.1395936012268
358,0.0,67.75,67.75,71.75,71.781,12118.0,5191.0,0.9426000386743433,0.8885113927153093,362.9206974506378
359,99.8,70.125,69.812,72.281,72.5,19528.0,10458.0,0.9232319275417464,0.8885113927153093,363.92986130714417
360,99.8,51.5,68.437,72.656,72.75,15920.0,7802.0,0.923172793223257,0.8885113927153093,364.9397785663605
361,0.0,68.625,67.812,72.062,72.187,12198.0,5391.0,0.9463831379863142,0.8885113927153093,366.0828130245209
362,99.9,64.0,69.437,72.312,72.187,18490.0,9205.0,0.9254208953734258,0.8885113927153093,366.9978516101837
363,0.0,64.75,68.187,72.187,72.312,13782.0,5940.0,0.923170048592441,0.8884961339226088,368.0800096988678
364,36.0,57.0,67.718,71.937,71.781,11877.0,5231.0,0.946279840062877,0.8884808751299084,369.0450451374054
365,99.8,69.0,69.406,72.968,72.593,18969.0,9681.0,0.9234791938270758,0.8884656163372079,370.114461183548
366,3.1,64.0,68.218,71.937,72.156,14022.0,6100.0,0.9279808873890452,0.8883893223737055,370.98657035827637
367,99.7,63.25,69.843,72.375,72.406,17040.0,8942.0,0.9232411594817638,0.8883893223737055,372.07545948028564
368,99.8,68.625,69.437,72.187,72.25,17851.0,8689.0,0.9248742148172637,0.8883893223737055,373.11457419395447
369,0.0,59.375,68.125,71.75,71.906,12359.0,5231.0,0.9373909788975318,0.8883893223737055,374.04258275032043
370,99.7,65.375,69.843,72.281,72.031,17771.0,9364.0,0.9237312008383599,0.8883893223737055,375.04237699508667
371,99.4,61.125,68.593,72.156,72.156,16240.0,7988.0,0.9254815267632693,0.8883893223737055,376.2552227973938
372,0.0,75.0,67.937,72.031,72.187,12479.0,5391.0,0.9401600618789493,0.8883893223737055,377.0187430381775
373,99.7,73.125,70.343,72.625,72.625,20534.0,11153.0,0.9255249418325401,0.8883893223737055,377.84518694877625
374,0.3,65.875,68.531,72.906,72.906,16640.0,8107.0,0.925319344033235,0.888374063581005,379.0925054550171
375,0.0,57.25,69.625,72.562,72.562,15104.0,7483.0,0.9245995022237747,0.888374063581005,380.1063983440399
376,99.9,67.125,69.843,72.093,72.125,18290.0,8967.0,0.9254835228584083,0.888374063581005,381.17083954811096
377,0.0,61.125,68.375,71.656,71.75,12359.0,5071.0,0.9299625108381728,0.888374063581005,382.14491152763367
378,99.8,56.0,68.531,72.218,72.437,12680.0,5750.0,0.924458528004591,0.888374063581005,383.1158857345581
379,99.7,67.625,68.843,72.406,72.406,17000.0,8227.0,0.9267173591661313,0.888374063581005,384.21927857398987
380,1.4,59.0,68.312,71.875,71.937,12600.0,5391.0,0.9402354144704422,0.888374063581005,385.0342981815338
381,99.7,72.0,70.125,72.343,72.5,18210.0,9681.0,0.9278898155483336,0.8883588047883045,385.88602328300476
382,3.8,59.375,68.812,72.562,72.562,17280.0,8346.0,0.9268266453749852,0.8883588047883045,386.76951003074646
383,0.0,67.0,68.062,72.0,71.875,11998.0,5071.0,0.9498785500863935,0.8893434737547573,388.3118989467621
384,0.6,53.625,68.281,72.281,72.187,14983.0,7125.0,0.9250413877851453,0.8893434737547573,389.9236071109772
385,7.9,60.75,67.843,72.031,71.75,11637.0,4880.0,0.9502662915671218,0.8922116499451757,390.9715225696564
386,99.6,73.25,70.656,72.312,72.312,18330.0,9920.0,0.9254710472637903,0.8930086834451397,391.8802242279053
387,99.8,60.875,68.968,72.593,72.406,16600.0,8584.0,0.928727426970988,0.8930086834451397,393.35943365097046
388,0.0,71.125,68.062,72.562,72.562,12600.0,5471.0,0.9479510707179081,0.8930086834451397,393.90198135375977
389,99.8,74.875,69.75,72.562,72.156,18370.0,9364.0,0.9243075733097129,0.8930086834451397,395.24340629577637
390,0.0,56.75,68.281,71.906,71.968,13902.0,6020.0,0.9269271986676065,0.8930086834451397,396.2973942756653
391,0.0,55.375,67.75,72.125,71.968,11556.0,5000.0,0.9490307086761522,0.8930086834451397,397.38420486450195
392,99.8,69.125,69.5,72.281,72.218,18849.0,9642.0,0.924028119990269,0.8929934246524392,398.0946955680847
393,0.0,65.25,68.062,72.437,72.5,14182.0,6658.0,0.9244782394440875,0.8929934246524392,399.11318588256836
394,10.5,54.125,68.062,71.531,71.531,11195.0,4720.0,0.9501455278112193,0.8929934246524392,400.47365045547485
395,99.9,69.25,69.875,72.281,72.187,19089.0,9983.0,0.9248836962691734,0.8929934246524392,401.02093410491943
396,5.2,61.25,68.593,72.281,72.281,15224.0,7603.0,0.9244754948132715,0.8929781658597388,402.2660450935364
397,0.0,60.0,67.718,72.25,72.062,11516.0,4920.0,0.9457371516969928,0.8929781658597388,403.5303907394409
398,99.9,75.375,69.593,72.625,72.406,19768.0,10498.0,0.9241511293532028,0.8929629070670383,403.94536876678467
399,0.3,64.875,68.437,71.968,72.0,14943.0,7284.0,0.9249218715887046,0.8929629070670383,405.15518712997437
400,0.0,60.75,67.968,71.75,71.562,11235.0,4880.0,0.9457985316225135,0.8929629070670383,406.06652331352234
401,99.8,69.0,69.843,72.718,72.718,19688.0,10419.0,0.9240510750843662,0.8929629070670383,406.9648778438568
402,3.3,64.125,68.281,72.5,72.5,15264.0,7444.0,0.9250977774728188,0.8929629070670383,408.0322620868683
403,0.0,68.0,67.937,71.562,71.562,11316.0,4840.0,0.9458748822615758,0.8929629070670383,409.37724351882935
404,99.8,69.5,69.5,72.031,72.125,19289.0,10102.0,0.9235807451672665,0.8929629070670383,410.04513478279114
405,15.5,62.625,68.25,72.281,72.562,13862.0,6379.0,0.9253031257602315,0.8929629070670383,411.3979103565216
406,0.0,60.25,67.75,72.187,72.343,11717.0,5111.0,0.9474081328401315,0.8929629070670383,412.3230390548706
407,99.8,66.875,69.406,72.0,71.968,18729.0,9443.0,0.9243669571400946,0.8929629070670383,413.10044050216675
408,1.2,63.75,68.406,72.593,72.593,15024.0,7364.0,0.9242369614441749,0.8929476482743378,413.9240608215332
409,0.0,63.25,67.625,71.906,71.875,11235.0,4840.0,0.946661842770081,0.8929476482743378,414.9536166191101
410,99.8,67.5,69.656,72.5,72.281,19528.0,10141.0,0.9246596345898337,0.8929476482743378,416.0814731121063
411,0.0,65.5,68.531,72.218,72.281,15384.0,7404.0,0.923899371853811,0.8929476482743378,417.0562951564789
412,0.0,59.125,67.562,72.25,72.031,11476.0,4960.0,0.9481995845626993,0.8929323894816373,418.4188742637634
413,99.8,71.125,69.593,72.125,72.031,18809.0,9800.0,0.9246858333385315,0.8929171306889369,419.1885027885437
414,5.7,65.625,68.125,72.593,72.593,14463.0,6977.0,0.9247459657045904,0.8929171306889369,420.1325430870056
415,0.0,59.75,67.843,72.031,72.031,11596.0,5040.0,0.9485469051168651,0.8929171306889369,421.21139001846313
416,99.8,71.625,69.406,71.75,71.781,18170.0,9007.0,0.9095242431992415,0.8929171306889369,422.5796504020691
417,0.0,60.75,68.125,72.125,72.0,13501.0,6379.0,0.9096367730626961,0.8929171306889369,423.25612926483154
418,0.0,66.125,67.562,72.312,72.406,11998.0,5311.0,0.9333601142764467,0.8929171306889369,424.1057369709015
419,99.7,71.375,69.281,72.125,72.156,18729.0,9523.0,0.9119340290556599,0.8924898844933234,425.2624008655548
420,0.0,54.875,68.031,72.031,71.906,14663.0,6419.0,0.9111188737033179,0.8924898844933234,426.17927074432373
421,99.8,62.5,68.656,72.218,72.281,13701.0,6539.0,0.9114881513040115,0.8924898844933234,427.25402426719666
422,99.8,68.125,69.093,72.25,72.031,17811.0,8650.0,0.9117571251239762,0.8924898844933234,428.4907901287079
423,1.4,68.75,68.062,72.312,72.156,13581.0,6020.0,0.9305456201306195,0.8924898844933234,428.8757243156433
424,99.8,73.625,71.343,72.625,72.406,20813.0,11311.0,0.9136317079712811,0.8923220377736182,430.00373888015747
425,0.0,65.5,68.375,72.531,72.531,17040.0,8147.0,0.9138842140063501,0.8923067789809177,431.4312605857849
426,0.0,69.0,67.593,71.531,71.531,11596.0,4960.0,0.9339681747581294,0.8923067789809177,432.51723766326904
427,1.6,61.375,68.187,71.875,72.0,14543.0,6818.0,0.9108416659909053,0.8923067789809177,434.20056200027466
428,0.0,56.75,68.468,71.593,71.843,12239.0,5431.0,0.9260486672946049,0.8923067789809177,435.4231321811676
429,99.8,64.75,69.375,72.312,72.093,18849.0,9523.0,0.913263428418157,0.8923067789809177,436.03631377220154
430,15.6,63.75,67.875,72.031,72.031,14182.0,6140.0,0.9148074080080841,0.8923067789809177,437.1959717273712
431,99.5,63.375,69.562,72.593,72.593,14943.0,7364.0,0.915003773867372,0.8923067789809177,438.04428339004517
432,99.6,62.375,68.812,72.156,71.906,17280.0,8306.0,0.9146853966927199,0.8923067789809177,439.8232970237732
433,99.7,65.25,70.437,71.968,72.031,17771.0,9364.0,0.9145593931870778,0.8923067789809177,441.1361451148987
434,1.3,56.375,68.468,71.843,72.093,15840.0,7762.0,0.9144970152139876,0.8923067789809177,442.31302642822266
435,0.0,62.625,68.0,71.75,71.812,11837.0,5111.0,0.9351658318414602,0.8923067789809177,443.55016040802
436,99.8,68.875,69.562,72.75,72.375,20215.0,10458.0,0.914640484552095,0.8923067789809177,444.02528715133667
437,2.2,68.25,68.187,72.343,72.25,15344.0,7324.0,0.9161238327521786,0.8923067789809177,445.072274684906
438,0.0,64.0,67.656,72.093,71.906,11316.0,4880.0,0.9391632618689688,0.8923067789809177,446.46081948280334
439,99.8,69.25,70.5,72.093,72.093,19975.0,10775.0,0.9201200152202255,0.8923067789809177,447.0568196773529
440,0.0,62.75,68.312,72.437,72.5,15440.0,7324.0,0.9207335649635401,0.8922915201882172,448.21329736709595
441,0.0,64.375,67.687,71.812,72.031,11757.0,5111.0,0.9401782762470916,0.8922915201882172,449.3786733150482
442,99.8,68.75,69.343,72.156,72.187,18410.0,9126.0,0.9210234977824631,0.8922915201882172,450.4394121170044
443,0.0,63.875,68.062,72.75,72.343,14222.0,6180.0,0.9213264052197888,0.8922915201882172,451.1603424549103
444,0.0,60.625,69.156,72.656,72.687,14142.0,6778.0,0.9379349148228777,0.8930527908927895,452.3872277736664
445,99.8,66.875,69.281,72.5,72.093,18729.0,9404.0,0.9221532876310717,0.8930527908927895,453.17199444770813
446,8.9,70.625,68.25,72.093,71.906,13501.0,5821.0,0.9209374161795987,0.8930527908927895,454.56252098083496
447,49.9,58.25,69.656,71.812,72.031,15440.0,7643.0,0.9201082881612845,0.8930527908927895,455.29130482673645
448,99.7,71.0,69.593,72.25,72.187,19049.0,9523.0,0.9240176404907899,0.8930527908927895,456.17225646972656
449,0.0,69.5,67.812,71.5,71.562,12359.0,5071.0,0.9325187601754069,0.8930527908927895,457.2928469181061
450,99.8,59.625,69.093,72.062,72.406,14142.0,6818.0,0.9196783791707472,0.8930527908927895,458.1955485343933
451,99.8,68.375,69.5,72.125,72.437,18849.0,9404.0,0.9219901068534679,0.8930375321000891,459.1251482963562
452,0.0,73.0,67.968,71.75,71.75,12881.0,5431.0,0.9279467042597918,0.8930375321000891,460.10407996177673
453,99.6,64.375,70.25,72.5,72.5,16120.0,8227.0,0.9247611859300244,0.8930375321000891,461.17857599258423
454,99.4,61.375,69.0,72.281,72.218,17440.0,8465.0,0.9248649828772464,0.8930375321000891,462.2337338924408
455,0.0,67.0,68.031,71.781,71.812,12519.0,5231.0,0.9413572199384953,0.8930375321000891,463.0952446460724
456,99.6,70.25,70.281,72.5,72.5,19568.0,10300.0,0.9225377854571993,0.8930375321000891,464.1717150211334
457,3.8,60.875,68.437,72.656,72.75,16680.0,8107.0,0.9222900201480853,0.8930375321000891,465.49418115615845
458,0.0,67.5,67.75,72.5,72.531,11958.0,5231.0,0.9434930417371018,0.8930375321000891,466.3991894721985
459,99.8,71.625,69.906,72.5,72.406,20254.0,10815.0,0.9236620860441761,0.8930375321000891,467.14219522476196
460,6.6,62.375,68.781,72.437,72.406,16160.0,7881.0,0.9229736827331533,0.8930375321000891,468.26090478897095
461,0.0,65.0,67.843,71.875,71.75,11556.0,5000.0,0.9434790690711296,0.8930375321000891,469.5972156524658
462,99.8,69.625,69.937,72.218,72.281,19368.0,9983.0,0.9175310798250922,0.8930375321000891,470.113397359848
463,18.2,67.5,68.375,72.406,72.312,14543.0,7137.0,0.9179008564495705,0.8930375321000891,471.2829806804657
464,0.0,67.25,67.937,71.718,71.812,11596.0,5000.0,0.9378148996026523,0.8930222733073886,472.2644350528717
465,99.8,64.875,69.562,72.5,72.156,18370.0,9126.0,0.9183691902715313,0.8930222733073886,473.0407757759094
466,10.0,70.125,68.125,72.406,72.406,14222.0,6698.0,0.9191072464491339,0.8930222733073886,474.37345910072327
467,16.3,62.625,69.187,72.562,72.375,13982.0,6658.0,0.9188806896508704,0.8930222733073886,475.396853685379
468,99.8,66.375,69.375,72.062,72.187,18370.0,9007.0,0.9200880776980033,0.8930222733073886,476.4254312515259
469,7.7,68.875,68.062,72.562,72.812,14503.0,6419.0,0.9189076369352455,0.8930070145146881,477.2178256511688
470,99.6,69.375,70.437,72.281,72.281,18290.0,9642.0,0.9211432634907961,0.8929917557219876,478.22751450538635
471,9.3,61.5,69.093,72.437,72.437,17600.0,8544.0,0.92025050993993,0.8929917557219876,479.49074935913086
472,1.4,73.75,68.031,72.0,71.906,12800.0,5471.0,0.9352668841578662,0.8929917557219876,480.501247882843
473,99.8,68.0,71.218,72.656,72.5,20693.0,11153.0,0.9217114020697011,0.8929764969292872,481.1512234210968
474,3.1,55.75,69.062,72.406,72.656,17400.0,8425.0,0.9232706018850624,0.8929612381365867,482.4531092643738
475,0.0,80.25,68.0,71.718,71.937,12479.0,5271.0,0.9331230779787042,0.8929612381365867,483.1603398323059
476,99.6,69.875,70.531,72.312,72.562,18370.0,9840.0,0.9210234977824631,0.8929612381365867,484.3122103214264
