,gpu_usage,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,gpu_temp,cpu_temp,tj_temp,power_tot,power_model,RAM,elapsed_time
134,57.0,46.0,32.0,39.0,36.0,38.0,32.0,28.0,25.0,65.031,67.437,67.687,15024.0,6060.0,0.6344180004810615,134.41975235939026
135,99.0,26.0,28.0,33.0,36.0,32.0,22.0,26.0,37.0,65.593,67.875,67.875,15304.0,6060.0,0.6350485203368229,135.34734416007996
136,99.2,26.0,19.0,27.0,28.0,30.0,40.0,36.0,34.0,65.218,67.593,67.687,15024.0,5940.0,0.6350991715163715,136.38282203674316
137,99.0,26.0,31.0,31.0,26.0,39.0,34.0,19.0,23.0,65.968,67.937,67.937,14823.0,5781.0,0.6351360994699342,137.32061505317688
138,99.2,25.0,36.0,23.0,26.0,32.0,22.0,31.0,12.0,65.593,67.593,67.75,14302.0,5462.0,0.6352259242218432,138.33362078666687
139,99.1,32.0,33.0,23.0,36.0,28.0,21.0,25.0,21.0,65.281,67.625,67.781,14102.0,5342.0,0.634827202128647,139.37306118011475
140,56.3,30.0,30.0,29.0,30.0,32.0,13.0,14.0,30.0,65.375,67.718,67.937,14022.0,5342.0,0.6349691751393032,140.30063462257385
141,64.9,28.0,28.0,29.0,21.0,30.0,38.0,18.0,21.0,65.781,67.5,67.875,14182.0,5542.0,0.6350240680432476,141.31099438667297
142,55.2,41.0,36.0,30.0,30.0,42.0,24.0,20.0,21.0,65.375,67.468,67.812,14342.0,5621.0,0.6345811821136962,142.33070135116577
143,69.3,26.0,18.0,26.0,36.0,41.0,30.0,38.0,19.0,65.781,68.218,68.218,14663.0,5741.0,0.6348691203462046,143.31835389137268
144,99.2,31.0,27.0,21.0,24.0,44.0,37.0,30.0,39.0,66.062,68.25,68.25,16120.0,7006.0,0.635107654965163,144.33827662467957
145,99.1,31.0,56.0,30.0,34.0,36.0,40.0,44.0,26.0,66.093,68.093,68.093,16520.0,7404.0,0.6351837564910859,145.3206717967987
146,97.8,26.0,29.0,25.0,22.0,44.0,32.0,41.0,42.0,66.031,68.187,68.187,16640.0,7471.0,0.6352239281162452,146.38549709320068
147,99.1,24.0,34.0,27.0,31.0,43.0,45.0,41.0,43.0,65.968,68.281,68.281,16319.0,7364.0,0.6352344076706345,147.3461194038391
148,99.0,26.0,38.0,23.0,44.0,30.0,28.0,34.0,29.0,66.093,68.156,68.156,15920.0,7006.0,0.635269589031799,148.321222782135
149,99.0,26.0,27.0,32.0,24.0,36.0,51.0,33.0,24.0,65.812,68.062,68.375,15680.0,6886.0,0.6351705322914993,149.32747650146484
150,65.3,38.0,35.0,29.0,22.0,25.0,38.0,43.0,36.0,66.437,68.437,68.468,16000.0,7125.0,0.6350066021192653,150.33263063430786
151,79.1,47.0,50.0,38.0,40.0,30.0,19.0,42.0,26.0,65.906,68.187,68.437,15920.0,7125.0,0.6349986176968734,151.32916975021362
152,72.8,30.0,55.0,42.0,35.0,39.0,38.0,36.0,23.0,66.312,68.281,68.5,16040.0,7165.0,0.6351600527371098,152.33430814743042
153,67.0,28.0,58.0,50.0,34.0,32.0,33.0,39.0,28.0,66.25,68.312,68.5,16000.0,7245.0,0.6352356552366333,153.3543095588684
154,78.5,30.0,37.0,28.0,53.0,36.0,34.0,41.0,38.0,66.406,68.781,68.781,16120.0,7245.0,0.635361409889306,154.33374452590942
155,78.1,26.0,21.0,24.0,39.0,39.0,31.0,62.0,31.0,66.156,68.437,68.625,15440.0,6846.0,0.6350767153283943,155.35690903663635
156,71.9,42.0,31.0,35.0,26.0,34.0,39.0,35.0,53.0,66.281,69.031,69.031,15600.0,7085.0,0.6352690900053994,156.40047788619995
157,64.6,44.0,35.0,38.0,50.0,37.0,31.0,31.0,38.0,66.656,68.531,68.718,15960.0,7205.0,0.6355572777511076,157.28828239440918
158,79.6,59.0,32.0,25.0,31.0,41.0,31.0,29.0,38.0,66.312,68.593,68.812,15880.0,7125.0,0.6356436093182202,158.29817652702332
159,66.1,48.0,32.0,35.0,23.0,35.0,33.0,37.0,40.0,66.718,68.875,68.875,15960.0,7165.0,0.6357381748209244,159.37927961349487
160,99.3,24.0,32.0,34.0,18.0,45.0,50.0,36.0,45.0,67.437,69.0,69.0,16600.0,7551.0,0.6358848885823758,160.4803922176361
161,99.0,27.0,48.0,25.0,23.0,43.0,50.0,52.0,39.0,66.875,68.937,68.937,16400.0,7523.0,0.6358684207111924,161.3128936290741
162,63.9,25.0,31.0,39.0,24.0,45.0,36.0,56.0,30.0,67.25,69.281,69.281,16240.0,7404.0,0.6358961166763644,162.3472056388855
163,62.8,28.0,44.0,31.0,22.0,50.0,34.0,57.0,33.0,66.718,69.343,69.343,16000.0,7205.0,0.6359038515855566,163.404283285141
164,99.2,31.0,34.0,28.0,22.0,41.0,34.0,72.0,35.0,67.156,69.218,69.218,16760.0,7551.0,0.6358976137555629,164.35534524917603
165,99.0,25.0,37.0,25.0,33.0,44.0,41.0,38.0,35.0,67.187,69.343,69.343,16600.0,7444.0,0.6362736301475821,165.3939049243927
166,38.9,31.0,31.0,29.0,43.0,84.0,29.0,15.0,20.0,65.406,68.625,68.843,11316.0,4360.0,0.6249250212834759,166.4255015850067
167,38.0,32.0,29.0,25.0,27.0,41.0,29.0,27.0,87.0,65.281,68.25,68.656,9404.0,3325.0,0.6251281250280702,167.37639808654785
168,57.9,35.0,45.0,34.0,31.0,22.0,25.0,24.0,100.0,65.125,68.156,68.75,9485.0,3445.0,0.6247134340900903,168.43848729133606
