Wall time,Step,Value
1749624214.0034413,1,27.693700790405273
1749625724.3886478,2,38.07490158081055
1749627236.4006844,3,9.785599708557129
1749628743.4113657,4,48.14939880371094
1749630251.2279294,5,58.619998931884766
1749631748.8829603,6,49.10770034790039
1749633263.9463122,7,40.169498443603516
1749634763.8195837,8,54.97990036010742
1749636263.539994,9,40.766700744628906
1749637750.2549655,10,45.46200180053711
1749639241.6444254,11,20.991300582885742
1749640732.5826507,12,34.127601623535156
1749642231.5822163,13,40.11470031738281
1749643722.7238164,14,55.48939895629883
1749645221.6857624,15,32.92129898071289
1749646714.7014875,16,57.169498443603516
1749648214.721417,17,49.61109924316406
1749649732.515302,18,58.65439987182617
1749651251.3953538,19,51.28919982910156
1749652759.4770563,20,44.07059860229492
1749654264.0057452,21,52.63249969482422
1749655770.135875,22,55.729698181152344
1749657273.4692361,23,60.22710037231445
1749658772.5746632,24,43.0265007019043
1749660279.2823174,25,57.6870002746582
1749661787.9090533,26,55.71929931640625
1749663296.74178,27,47.5547981262207
1749664809.8061967,28,58.23160171508789
1749666394.4564695,29,57.18880081176758
1749667963.4035287,30,58.62770080566406
1749669479.1587656,31,59.04209899902344
1749670997.6061802,32,60.14139938354492
1749672527.932892,33,59.283599853515625
1749674042.7991672,34,63.5077018737793
1749675574.0056818,35,63.923301696777344
1749677104.2939508,36,62.16400146484375
1749678637.008009,37,66.9520034790039
1749680159.9556224,38,63.41699981689453
1749681684.3321772,39,65.91120147705078
1749683197.3215454,40,62.42940139770508
1749684734.061116,41,63.71630096435547
1749686245.9872308,42,65.4385986328125
1749687760.3901083,43,65.40879821777344
1749689273.3353345,44,65.06400299072266
1749690788.1294174,45,64.83460235595703
1749692305.6146393,46,65.5103988647461
1749693822.6554074,47,64.72940063476562
1749695338.8643909,48,63.51940155029297
1749696855.4605012,49,64.97689819335938
1749698372.7090313,50,65.70790100097656
