Wall time,Step,Value
1749624214.0033858,1,25.43790054321289
1749625724.3885922,2,27.006000518798828
1749627236.4006248,3,18.778900146484375
1749628743.411306,4,25.857999801635742
1749630251.227869,5,28.33880043029785
1749631748.8829024,6,30.60650062561035
1749633263.9462562,7,27.973499298095703
1749634763.819525,8,28.51959991455078
1749636263.5399365,9,29.50510025024414
1749637750.2549078,10,24.3789005279541
1749639241.6443665,11,18.265899658203125
1749640732.5825884,12,25.199100494384766
1749642231.5821562,13,25.358999252319336
1749643722.7237551,14,26.949199676513672
1749645221.6857054,15,25.528200149536133
1749646714.701424,16,27.053199768066406
1749648214.7213614,17,28.113399505615234
1749649732.5152342,18,25.191499710083008
1749651251.3952951,19,33.47079849243164
1749652759.4769976,20,29.963199615478516
1749654264.0056858,21,30.231399536132812
1749655770.1358173,22,32.511199951171875
1749657273.4691803,23,22.60460090637207
1749658772.5746098,24,32.522701263427734
1749660279.2822618,25,25.29680061340332
1749661787.908992,26,29.343900680541992
1749663296.7417214,27,28.8125
1749664809.8061428,28,31.209199905395508
1749666394.456412,29,34.971099853515625
1749667963.4034739,30,32.088199615478516
1749669479.1587107,31,37.5723991394043
1749670997.6061256,32,33.26070022583008
1749672527.9328377,33,32.35110092163086
1749674042.799113,34,35.564998626708984
1749675574.0056262,35,34.67499923706055
1749677104.2938905,36,36.267799377441406
1749678637.0079525,37,36.20119857788086
1749680159.9555666,38,37.139198303222656
1749681684.3321214,39,37.47420120239258
1749683197.3214874,40,37.70389938354492
1749684734.061058,41,36.03219985961914
1749686245.987174,42,36.3942985534668
1749687760.390053,43,36.5630989074707
1749689273.33528,44,38.13249969482422
1749690788.1293614,45,37.60029983520508
1749692305.6145873,46,36.77859878540039
1749693822.655348,47,36.69729995727539
1749695338.864336,48,38.548500061035156
1749696855.460443,49,37.390201568603516
1749698372.7089646,50,38.91859817504883
