Wall time,Step,Value
1749624214.004963,1,41.5802001953125
1749625724.3897467,2,35.05739974975586
1749627236.4018178,3,26.162099838256836
1749628743.4124892,4,41.43830108642578
1749630251.229066,5,35.890201568603516
1749631748.8848166,6,47.977500915527344
1749633263.9478981,7,44.545101165771484
1749634763.821296,8,43.20370101928711
1749636263.5415902,9,17.51959991455078
1749637750.2558334,10,17.96179962158203
1749639241.646279,11,10.68019962310791
1749640732.5842872,12,20.24959945678711
1749642231.583857,13,33.01409912109375
1749643722.725516,14,17.6648006439209
1749645221.6873524,15,21.6289005279541
1749646714.7033103,16,25.122600555419922
1749648214.7229574,17,25.63680076599121
1749649732.5165157,18,28.196800231933594
1749651251.39696,19,31.266700744628906
1749652759.4794526,20,30.14150047302246
1749654264.0071445,21,41.944400787353516
1749655770.137019,22,31.727500915527344
1749657273.4703255,23,31.05769920349121
1749658772.576318,24,47.409000396728516
1749660279.2841022,25,49.16279983520508
1749661787.9101,26,52.94670104980469
1749663296.7428648,27,52.81850051879883
1749664809.807025,28,50.54869842529297
1749666394.4576058,29,56.89030075073242
1749667963.4046385,30,55.00550079345703
1749669479.1606297,31,49.594200134277344
1749670997.6080477,32,50.54240036010742
1749672527.934695,33,56.060298919677734
1749674042.8002498,34,57.94390106201172
1749675574.008538,35,57.02510070800781
1749677104.2959328,36,58.94129943847656
1749678637.0095787,37,57.815799713134766
1749680159.9567223,38,56.967201232910156
1749681684.333334,39,56.03990173339844
1749683197.323195,40,57.69670104980469
1749684734.0626967,41,57.72439956665039
1749686245.9888468,42,58.309898376464844
1749687760.3918614,43,57.63589859008789
1749689273.3364055,44,58.451698303222656
1749690788.130441,45,58.039798736572266
1749692305.6156902,46,58.20330047607422
1749693822.6570253,47,56.7515983581543
1749695338.865469,48,57.6870002746582
1749696855.4629922,49,58.36130142211914
1749698372.7109857,50,58.15520095825195
