Wall time,Step,Value
1749624214.003483,1,22.627700805664062
1749625724.3886883,2,30.71269989013672
1749627236.4007256,3,8.554499626159668
1749628743.4114077,4,39.417198181152344
1749630251.2279718,5,45.821998596191406
1749631748.8830044,6,39.4822998046875
1749633263.9463534,7,34.8400993347168
1749634763.8196297,8,44.519100189208984
1749636263.5400348,9,33.422298431396484
1749637750.2550087,10,37.29520034790039
1749639241.6444669,11,15.07699966430664
1749640732.582695,12,27.300600051879883
1749642231.5822573,13,33.30099868774414
1749643722.72386,14,45.90340042114258
1749645221.6858022,15,27.45789909362793
1749646714.7015338,16,46.368499755859375
1749648214.721456,17,40.96620178222656
1749649732.5153465,18,47.325401306152344
1749651251.3953946,19,44.287200927734375
1749652759.477097,20,37.82320022583008
1749654264.0057862,21,43.897300720214844
1749655770.1359146,22,46.585899353027344
1749657273.469278,23,48.95970153808594
1749658772.5747013,24,35.6156005859375
1749660279.2823582,25,46.77899932861328
1749661787.909096,26,46.181400299072266
1749663296.7418199,27,40.40869903564453
1749664809.8062358,28,47.718299865722656
1749666394.4565094,29,49.376399993896484
1749667963.4035702,30,49.76789855957031
1749669479.1588056,31,49.237701416015625
1749670997.606221,32,50.203800201416016
1749672527.9329336,33,50.01729965209961
1749674042.7992067,34,53.464298248291016
1749675574.0057187,35,55.278099060058594
1749677104.2939909,36,52.18980026245117
1749678637.0080492,37,56.599300384521484
1749680159.9556613,38,53.47169876098633
1749681684.3322182,39,55.69150161743164
1749683197.3215866,40,52.5984992980957
1749684734.0611565,41,54.864898681640625
1749686245.9872723,42,55.459800720214844
1749687760.3901472,43,55.40019989013672
1749689273.335375,44,54.9473991394043
1749690788.1294582,45,55.14870071411133
1749692305.6146786,46,55.68149948120117
1749693822.6554441,47,54.99380111694336
1749695338.864431,48,53.84980010986328
1749696855.4605422,49,55.20859909057617
1749698372.7090747,50,55.66939926147461
