Wall time,Step,Value
1749624214.0034626,1,25.20549964904785
1749625724.388669,2,34.04439926147461
1749627236.4007053,3,9.278300285339355
1749628743.4113872,4,43.681400299072266
1749630251.2279515,5,51.43519973754883
1749631748.8829832,6,43.15230178833008
1749633263.946334,7,37.06639862060547
1749634763.8196075,8,48.66659927368164
1749636263.5400152,9,37.007598876953125
1749637750.2549875,10,40.73040008544922
1749639241.6444476,11,17.694400787353516
1749640732.5826743,12,30.393199920654297
1749642231.5822377,13,36.28860092163086
1749643722.723839,14,51.10940170288086
1749645221.6857827,15,30.41309928894043
1749646714.7015119,16,50.72949981689453
1749648214.721438,17,45.06060028076172
1749649732.515325,18,52.55440139770508
1749651251.395375,19,47.918701171875
1749652759.4770772,20,40.80939865112305
1749654264.0057664,21,48.01959991455078
1749655770.1358955,22,50.869598388671875
1749657273.469258,23,54.53070068359375
1749658772.574683,24,39.457298278808594
1749660279.2823386,25,51.202598571777344
1749661787.9090748,26,50.437599182128906
1749663296.7418008,27,43.49800109863281
1749664809.8062177,28,52.242698669433594
1749666394.4564903,29,52.763999938964844
1749667963.4035497,30,54.01300048828125
1749669479.1587865,31,53.902400970458984
1749670997.606202,32,54.833900451660156
1749672527.932914,33,54.09040069580078
1749674042.7991874,34,58.18539810180664
1749675574.0057008,35,59.04930114746094
1749677104.293972,36,56.93080139160156
1749678637.0080307,37,61.42449951171875
1749680159.9556427,38,58.20589828491211
1749681684.3321986,39,60.205299377441406
1749683197.3215673,40,57.252201080322266
1749684734.0611372,41,58.64820098876953
1749686245.9872515,42,60.089698791503906
1749687760.3901284,43,60.10419845581055
1749689273.335356,44,58.78260040283203
1749690788.1294386,45,59.64889907836914
1749692305.6146595,46,60.218101501464844
1749693822.6554265,47,58.6609001159668
1749695338.8644118,48,58.529998779296875
1749696855.4605224,49,59.70790100097656
1749698372.7090547,50,60.3119010925293
