Wall time,Step,Value
1749624214.005351,1,32.13330078125
1749625724.3901145,2,22.297700881958008
1749627236.402202,3,18.060199737548828
1749628743.4129267,4,30.050800323486328
1749630251.2294538,5,29.838600158691406
1749631748.8856707,6,37.672401428222656
1749633263.9487114,7,37.18960189819336
1749634763.822126,8,22.790599822998047
1749636263.5423946,9,17.11989974975586
1749637750.256205,10,23.253999710083008
1749639241.6470964,11,5.749499797821045
1749640732.5851302,12,19.943700790405273
1749642231.5846741,13,29.181900024414062
1749643722.726311,14,32.58489990234375
1749645221.6881702,15,25.7106990814209
1749646714.7041106,16,35.222599029541016
1749648214.7237153,17,32.325401306152344
1749649732.5169127,18,28.548500061035156
1749651251.3978152,19,25.83049964904785
1749652759.4802072,20,29.25480079650879
1749654264.0076232,21,44.87110137939453
1749655770.1374414,22,37.530799865722656
1749657273.4706817,23,30.5177001953125
1749658772.5766745,24,37.007999420166016
1749660279.2848763,25,40.96009826660156
1749661787.9104557,26,44.11149978637695
1749663296.7432306,27,40.38460159301758
1749664809.8073869,28,46.72129821777344
1749666394.4579756,29,49.902198791503906
1749667963.4051142,30,47.72909927368164
1749669479.16149,31,47.22529983520508
1749670997.6093097,32,51.72480010986328
1749672527.9354572,33,50.436500549316406
1749674042.8006098,34,50.207298278808594
1749675574.0085976,35,50.38370132446289
1749677104.296698,36,51.20750045776367
1749678637.01038,37,51.23429870605469
1749680159.9571157,38,50.08919906616211
1749681684.333764,39,50.56949996948242
1749683197.3239899,40,50.42290115356445
1749684734.063467,41,50.30939865112305
1749686245.9896867,42,51.47880172729492
1749687760.3926284,43,51.08100128173828
1749689273.3367682,44,52.46379852294922
1749690788.1308208,45,50.56769943237305
1749692305.6160488,46,51.02790069580078
1749693822.6576397,47,50.93949890136719
1749695338.8658302,48,51.82780075073242
1749696855.463045,49,52.061798095703125
1749698372.7118,50,53.16680145263672
